id,first_name,last_name,email,phone,created_at,orders_count,total_spent,state,verified_email,tags
5769566191781,N/A,N/A,N/A,N/A,2021-10-21T14:20:11-07:00,0,0.00,enabled,True,Inbox online store chat
5769845014693,N/A,N/A,N/A,N/A,2021-10-21T18:19:12-07:00,1,39.99,enabled,False,
5771618123941,N/A,N/A,N/A,N/A,2021-10-22T16:14:50-07:00,0,0.00,enabled,True,Inbox online store chat
5771802116261,N/A,N/A,N/A,N/A,2021-10-22T18:57:17-07:00,1,38.00,enabled,True,Inbox online store chat
5771953275045,N/A,N/A,N/A,N/A,2021-10-22T21:42:09-07:00,0,0.00,enabled,False,
5772845711525,N/A,N/A,N/A,N/A,2021-10-23T10:16:42-07:00,0,0.00,disabled,True,newsletter
5774961311909,N/A,N/A,N/A,N/A,2021-10-24T16:22:26-07:00,1,39.99,enabled,True,
5775859122341,N/A,N/A,N/A,N/A,2021-10-25T07:17:40-07:00,0,0.00,enabled,True,Inbox online store chat
5776183394469,N/A,N/A,N/A,N/A,2021-10-25T09:01:29-07:00,1,54.99,enabled,False,Inbox online store chat
5781252341925,N/A,N/A,N/A,N/A,2021-10-27T18:14:09-07:00,10,576.90,enabled,True,"Active Subscriber, Inbox online store chat"
5781478113445,N/A,N/A,N/A,N/A,2021-10-27T22:30:09-07:00,0,0.00,disabled,True,Inbox online store chat
5782471016613,N/A,N/A,N/A,N/A,2021-10-28T06:37:41-07:00,0,0.00,enabled,False,
5782478094501,N/A,N/A,N/A,N/A,2021-10-28T06:39:06-07:00,0,0.00,enabled,False,
5782762684581,N/A,N/A,N/A,N/A,2021-10-28T08:47:39-07:00,1,49.99,enabled,True,
5784495620261,N/A,N/A,N/A,N/A,2021-10-29T01:35:17-07:00,1,53.00,enabled,False,
5786117669029,N/A,N/A,N/A,N/A,2021-10-29T15:28:03-07:00,1,74.98,enabled,True,Inbox online store chat
5786382106789,N/A,N/A,N/A,N/A,2021-10-29T19:20:23-07:00,0,0.00,enabled,False,
5786404880549,N/A,N/A,N/A,N/A,2021-10-29T19:44:48-07:00,1,76.00,enabled,False,
5786461831333,N/A,N/A,N/A,N/A,2021-10-29T20:50:32-07:00,1,38.00,enabled,False,Inbox online store chat
5787371929765,N/A,N/A,N/A,N/A,2021-10-30T11:59:42-07:00,0,0.00,enabled,False,Inbox online store chat
5787875573925,N/A,N/A,N/A,N/A,2021-10-30T20:03:12-07:00,1,34.00,enabled,False,
5788608725157,N/A,N/A,N/A,N/A,2021-10-31T10:22:47-07:00,3,161.47,enabled,True,"Inactive Subscriber, Inbox online store chat"
5789077831845,N/A,N/A,N/A,N/A,2021-10-31T17:42:59-07:00,0,0.00,enabled,False,
5790297587877,N/A,N/A,N/A,N/A,2021-11-01T15:19:28-07:00,0,0.00,enabled,False,
5790395498661,N/A,N/A,N/A,N/A,2021-11-01T17:02:17-07:00,0,0.00,enabled,False,
5790404477093,N/A,N/A,N/A,N/A,2021-11-01T17:12:20-07:00,16,915.31,enabled,True,"Inactive Subscriber, Inbox online store chat"
5790468669605,N/A,N/A,N/A,N/A,2021-11-01T18:23:53-07:00,0,0.00,enabled,False,
5790598791333,N/A,N/A,N/A,N/A,2021-11-01T21:19:37-07:00,0,0.00,enabled,False,
5791495520421,N/A,N/A,N/A,N/A,2021-11-02T14:37:37-07:00,0,0.00,invited,True,Inbox online store chat
5792805322917,N/A,N/A,N/A,N/A,2021-11-03T13:58:38-07:00,3,166.47,enabled,False,Inactive Subscriber
5792959529125,N/A,N/A,N/A,N/A,2021-11-03T16:45:35-07:00,18,684.34,enabled,False,"Active Subscriber, Inbox online store chat"
5793146011813,N/A,N/A,N/A,N/A,2021-11-03T20:35:20-07:00,4,229.96,enabled,True,Inactive Subscriber
5793157480613,N/A,N/A,N/A,N/A,2021-11-03T20:52:13-07:00,0,0.00,disabled,True,Inbox online store chat
5793675346085,N/A,N/A,N/A,N/A,2021-11-04T08:09:54-07:00,0,0.00,disabled,True,Inbox online store chat
5794036023461,N/A,N/A,N/A,N/A,2021-11-04T12:32:03-07:00,0,0.00,disabled,True,Inbox online store chat
5794253668517,N/A,N/A,N/A,N/A,2021-11-04T15:50:37-07:00,5,191.20,enabled,False,Inactive Subscriber
5794488320165,N/A,N/A,N/A,N/A,2021-11-04T20:00:01-07:00,0,0.00,disabled,True,newsletter
5794509586597,N/A,N/A,N/A,N/A,2021-11-04T20:28:59-07:00,1,85.00,enabled,False,
5794514796709,N/A,N/A,N/A,N/A,2021-11-04T20:36:44-07:00,1,39.99,enabled,False,
5796284432549,N/A,N/A,N/A,N/A,2021-11-06T08:56:22-07:00,0,0.00,disabled,True,Inbox online store chat
5797667963045,N/A,N/A,N/A,N/A,2021-11-07T10:36:35-08:00,0,0.00,enabled,True,Inbox online store chat
5797829148837,N/A,N/A,N/A,N/A,2021-11-07T12:51:10-08:00,1,39.99,enabled,False,Inactive Subscriber
5797945245861,N/A,N/A,N/A,N/A,2021-11-07T14:32:50-08:00,6,90.75,enabled,True,"Inactive Subscriber, Inbox online store chat"
5798084608165,N/A,N/A,N/A,N/A,2021-11-07T16:47:15-08:00,0,0.00,enabled,False,Inbox online store chat
5798313754789,N/A,N/A,N/A,N/A,2021-11-07T21:53:20-08:00,1,34.00,enabled,False,
5801751445669,N/A,N/A,N/A,N/A,2021-11-09T19:19:06-08:00,5,174.49,enabled,False,Active Subscriber
5803641176229,N/A,N/A,N/A,N/A,2021-11-11T07:23:00-08:00,0,0.00,disabled,True,newsletter
5804135055525,N/A,N/A,N/A,N/A,2021-11-11T09:49:16-08:00,4,94.00,enabled,False,
5806013939877,N/A,N/A,N/A,N/A,2021-11-11T15:49:06-08:00,0,0.00,enabled,False,
5806096154789,N/A,N/A,N/A,N/A,2021-11-11T17:07:16-08:00,7,132.75,enabled,True,Inbox online store chat
5806709375141,N/A,N/A,N/A,N/A,2021-11-12T06:14:19-08:00,0,0.00,enabled,False,
5806891073701,N/A,N/A,N/A,N/A,2021-11-12T08:56:22-08:00,0,0.00,disabled,True,newsletter
5807435841701,N/A,N/A,N/A,N/A,2021-11-12T18:08:41-08:00,1,39.99,enabled,False,
5807841476773,N/A,N/A,N/A,N/A,2021-11-13T05:06:16-08:00,0,0.00,disabled,True,newsletter
5808050831525,N/A,N/A,N/A,N/A,2021-11-13T08:49:42-08:00,2,54.25,enabled,False,
5810130092197,N/A,N/A,N/A,N/A,2021-11-15T07:23:10-08:00,0,0.00,enabled,False,
5814151970981,N/A,N/A,N/A,N/A,2021-11-16T12:35:15-08:00,2,43.24,enabled,True,"Inbox online store chat, Subscription card declined"
5814696968357,N/A,N/A,N/A,N/A,2021-11-16T14:40:36-08:00,3,116.00,enabled,True,"Inactive Subscriber, Inbox online store chat"
5818514047141,N/A,N/A,N/A,N/A,2021-11-17T15:19:02-08:00,1,85.00,enabled,False,
5818538885285,N/A,N/A,N/A,N/A,2021-11-17T15:45:14-08:00,7,337.68,enabled,False,Inactive Subscriber
5818652688549,N/A,N/A,N/A,N/A,2021-11-17T17:58:32-08:00,0,0.00,enabled,False,
5818844348581,N/A,N/A,N/A,N/A,2021-11-17T22:52:16-08:00,0,0.00,enabled,False,
5819299135653,N/A,N/A,N/A,N/A,2021-11-18T08:47:39-08:00,1,125.00,enabled,False,
5820688007333,N/A,N/A,N/A,N/A,2021-11-19T10:20:48-08:00,0,0.00,enabled,False,
5820869345445,N/A,N/A,N/A,N/A,2021-11-19T13:08:01-08:00,3,97.65,enabled,False,Inactive Subscriber
5820894380197,N/A,N/A,N/A,N/A,2021-11-19T13:31:14-08:00,2,105.25,enabled,True,Inbox online store chat
5820973842597,N/A,N/A,N/A,N/A,2021-11-19T14:48:21-08:00,0,0.00,disabled,True,Inbox online store chat
5821137322149,N/A,N/A,N/A,N/A,2021-11-19T18:04:26-08:00,9,344.16,enabled,False,"Inactive Subscriber, Inbox online store chat"
5821182116005,N/A,N/A,N/A,N/A,2021-11-19T18:46:40-08:00,0,0.00,disabled,True,Inbox online store chat
5821231071397,N/A,N/A,N/A,N/A,2021-11-19T19:44:48-08:00,0,0.00,enabled,False,
5821538762917,N/A,N/A,N/A,N/A,2021-11-20T04:15:08-08:00,1,27.50,enabled,False,
5822195564709,N/A,N/A,N/A,N/A,2021-11-20T15:24:54-08:00,1,70.30,enabled,True,
5824381780133,N/A,N/A,N/A,N/A,2021-11-22T06:07:44-08:00,0,0.00,enabled,True,Inbox online store chat
5824389480613,N/A,N/A,N/A,N/A,2021-11-22T06:14:42-08:00,5,222.94,enabled,False,"Inactive Subscriber, Inbox online store chat"
5824399933605,N/A,N/A,N/A,N/A,2021-11-22T06:25:24-08:00,1,21.00,enabled,False,
5826388099237,N/A,N/A,N/A,N/A,2021-11-23T05:58:26-08:00,7,187.72,enabled,True,"Inactive Subscriber, Inbox online store chat, Wrote Judge.me email review"
5826492268709,N/A,N/A,N/A,N/A,2021-11-23T07:49:00-08:00,0,0.00,enabled,False,
5826730885285,N/A,N/A,N/A,N/A,2021-11-23T11:43:18-08:00,4,88.00,enabled,False,Inbox online store chat
5827294232741,N/A,N/A,N/A,N/A,2021-11-23T16:18:35-08:00,0,0.00,enabled,True,Inbox online store chat
5827362554021,N/A,N/A,N/A,N/A,2021-11-23T17:26:15-08:00,0,0.00,enabled,False,
5828723802277,N/A,N/A,N/A,N/A,2021-11-24T17:53:34-08:00,0,0.00,enabled,False,
5828787404965,N/A,N/A,N/A,N/A,2021-11-24T19:09:40-08:00,0,0.00,enabled,True,Inbox online store chat
5829501943973,N/A,N/A,N/A,N/A,2021-11-25T09:31:12-08:00,5,199.95,enabled,False,Inactive Subscriber
5830752010405,N/A,N/A,N/A,N/A,2021-11-26T05:28:24-08:00,1,7.00,enabled,False,
5830802243749,N/A,N/A,N/A,N/A,2021-11-26T06:00:58-08:00,1,13.50,enabled,False,
5830923321509,N/A,N/A,N/A,N/A,2021-11-26T07:11:40-08:00,0,0.00,enabled,False,
5830968967333,N/A,N/A,N/A,N/A,2021-11-26T07:35:20-08:00,2,23.50,enabled,False,
5832333394085,N/A,N/A,N/A,N/A,2021-11-26T16:14:29-08:00,14,534.87,enabled,False,"Inactive Subscriber, Inbox online store chat"
5832340209829,N/A,N/A,N/A,N/A,2021-11-26T16:19:28-08:00,0,0.00,enabled,False,
5832427503781,N/A,N/A,N/A,N/A,2021-11-26T17:29:38-08:00,1,39.99,enabled,False,Inactive Subscriber
5832433336485,N/A,N/A,N/A,N/A,2021-11-26T17:34:25-08:00,0,0.00,enabled,False,
5833793077413,N/A,N/A,N/A,N/A,2021-11-27T12:53:53-08:00,0,0.00,disabled,True,
5837265993893,N/A,N/A,N/A,N/A,2021-11-28T12:24:06-08:00,0,0.00,disabled,True,Inbox online store chat
5838864679077,N/A,N/A,N/A,N/A,2021-11-28T17:16:09-08:00,0,0.00,disabled,True,
5840172384421,N/A,N/A,N/A,N/A,2021-11-28T21:37:35-08:00,0,0.00,disabled,True,Inbox online store chat
5840943415461,N/A,N/A,N/A,N/A,2021-11-29T06:10:49-08:00,0,0.00,disabled,True,Inbox online store chat
5841109024933,N/A,N/A,N/A,N/A,2021-11-29T08:10:06-08:00,0,0.00,disabled,True,Inbox online store chat
5841114726565,N/A,N/A,N/A,N/A,2021-11-29T08:13:50-08:00,16,475.00,invited,True,"Inactive Subscriber, Inbox online store chat, []"
5841405771941,N/A,N/A,N/A,N/A,2021-11-29T09:45:46-08:00,0,0.00,disabled,True,
5842063884453,N/A,N/A,N/A,N/A,2021-11-29T11:46:48-08:00,1,38.00,disabled,True,
5842879611045,N/A,N/A,N/A,N/A,2021-11-29T15:32:24-08:00,0,0.00,disabled,True,Inbox online store chat
5843433848997,N/A,N/A,N/A,N/A,2021-11-29T17:57:30-08:00,0,0.00,invited,True,
5844394279077,N/A,N/A,N/A,N/A,2021-11-29T22:43:36-08:00,0,0.00,disabled,True,Inbox online store chat
5844932362405,N/A,N/A,N/A,N/A,2021-11-30T05:43:46-08:00,1,39.99,disabled,True,
5846223945893,N/A,N/A,N/A,N/A,2021-11-30T14:59:23-08:00,1,15.00,enabled,False,
5846431400101,N/A,N/A,N/A,N/A,2021-11-30T17:01:59-08:00,1,34.00,disabled,True,
5848912625829,N/A,N/A,N/A,N/A,2021-12-01T07:41:11-08:00,0,0.00,disabled,True,Inbox online store chat
5850085556389,N/A,N/A,N/A,N/A,2021-12-01T14:08:36-08:00,0,0.00,disabled,True,
5850559971493,N/A,N/A,N/A,N/A,2021-12-01T15:50:37-08:00,1,39.99,disabled,True,newsletter
5858141012133,N/A,N/A,N/A,N/A,2021-12-03T06:57:41-08:00,1,57.99,enabled,False,
5858538619045,N/A,N/A,N/A,N/A,2021-12-03T08:48:10-08:00,3,106.00,disabled,True,"Inactive Subscriber, Inbox online store chat"
5859160228005,N/A,N/A,N/A,N/A,2021-12-03T10:51:58-08:00,1,39.99,disabled,True,
5862368346277,N/A,N/A,N/A,N/A,2021-12-04T14:28:54-08:00,1,39.99,disabled,True,
5863435370661,N/A,N/A,N/A,N/A,2021-12-04T19:12:30-08:00,0,0.00,disabled,True,
5864585003173,N/A,N/A,N/A,N/A,2021-12-05T17:19:31-08:00,57,2179.64,disabled,True,"Active Subscriber, Inbox online store chat"
5864915173541,N/A,N/A,N/A,N/A,2021-12-06T00:53:21-08:00,0,0.00,disabled,True,Inbox online store chat
5864915271845,N/A,N/A,N/A,N/A,2021-12-06T00:53:23-08:00,0,0.00,disabled,True,Inbox online store chat
5865879732389,N/A,N/A,N/A,N/A,2021-12-06T11:41:00-08:00,0,0.00,disabled,True,
5866449305765,N/A,N/A,N/A,N/A,2021-12-06T13:44:53-08:00,1,39.99,disabled,True,
5867056365733,N/A,N/A,N/A,N/A,2021-12-06T17:25:32-08:00,1,57.99,disabled,True,
5867327193253,N/A,N/A,N/A,N/A,2021-12-06T18:55:47-08:00,1,39.99,disabled,True,
5869581369509,N/A,N/A,N/A,N/A,2021-12-08T07:37:01-08:00,5,277.45,enabled,True,Inactive Subscriber
5869616595109,N/A,N/A,N/A,N/A,2021-12-08T08:10:22-08:00,0,0.00,disabled,True,Inbox online store chat
5870525415589,N/A,N/A,N/A,N/A,2021-12-08T11:22:31-08:00,1,69.98,disabled,True,
5872003219621,N/A,N/A,N/A,N/A,2021-12-08T16:01:57-08:00,1,57.99,disabled,True,
5875340607653,N/A,N/A,N/A,N/A,2021-12-09T18:17:16-08:00,0,0.00,disabled,True,Inbox online store chat
5876646052005,N/A,N/A,N/A,N/A,2021-12-10T07:46:10-08:00,0,0.00,enabled,False,Inbox online store chat
5876650115237,N/A,N/A,N/A,N/A,2021-12-10T07:50:27-08:00,1,63.14,disabled,True,
5877128364197,N/A,N/A,N/A,N/A,2021-12-10T15:08:50-08:00,16,776.60,enabled,True,Inactive Subscriber
5877254783141,N/A,N/A,N/A,N/A,2021-12-10T17:48:15-08:00,0,0.00,disabled,True,
5877296595109,N/A,N/A,N/A,N/A,2021-12-10T18:42:10-08:00,12,558.00,disabled,True,Inactive Subscriber
5877457485989,N/A,N/A,N/A,N/A,2021-12-10T22:46:26-08:00,1,39.99,disabled,True,
5878374301861,N/A,N/A,N/A,N/A,2021-12-11T15:36:45-08:00,1,57.99,disabled,True,
5879409770661,N/A,N/A,N/A,N/A,2021-12-12T12:06:10-08:00,1,57.99,disabled,True,
5880339988645,N/A,N/A,N/A,N/A,2021-12-12T22:07:05-08:00,1,57.99,disabled,True,
5882931118245,N/A,N/A,N/A,N/A,2021-12-14T14:58:19-08:00,6,219.00,enabled,True,Inactive Subscriber
5883068743845,N/A,N/A,N/A,N/A,2021-12-14T17:39:31-08:00,0,0.00,disabled,True,
5883709456549,N/A,N/A,N/A,N/A,2021-12-15T07:30:54-08:00,1,125.00,disabled,True,Inbox online store chat
5884755017893,N/A,N/A,N/A,N/A,2021-12-15T16:09:57-08:00,0,0.00,disabled,True,
5887038259365,N/A,N/A,N/A,N/A,2021-12-16T13:11:26-08:00,0,0.00,disabled,True,Inbox online store chat
5887288606885,N/A,N/A,N/A,N/A,2021-12-16T18:12:22-08:00,1,57.99,enabled,True,
5888020480165,N/A,N/A,N/A,N/A,2021-12-17T09:51:15-08:00,0,0.00,disabled,True,Inbox online store chat
5888027132069,N/A,N/A,N/A,N/A,2021-12-17T09:56:21-08:00,3,173.97,disabled,True,Inactive Subscriber
5888620495013,N/A,N/A,N/A,N/A,2021-12-17T20:32:39-08:00,0,0.00,disabled,True,
5888999194789,N/A,N/A,N/A,N/A,2021-12-18T07:00:03-08:00,3,114.72,enabled,True,Inactive Subscriber
5890126020773,N/A,N/A,N/A,N/A,2021-12-19T01:04:10-08:00,0,0.00,disabled,True,
5890895610021,N/A,N/A,N/A,N/A,2021-12-19T17:04:14-08:00,6,332.94,enabled,True,Inactive Subscriber
5891493626021,N/A,N/A,N/A,N/A,2021-12-20T07:59:17-08:00,0,0.00,disabled,True,Inbox online store chat
5891553591461,N/A,N/A,N/A,N/A,2021-12-20T09:04:18-08:00,1,100.00,disabled,True,Inbox online store chat
5891874128037,N/A,N/A,N/A,N/A,2021-12-20T15:13:56-08:00,0,0.00,disabled,True,
5893517246629,N/A,N/A,N/A,N/A,2021-12-22T08:11:35-08:00,0,0.00,enabled,True,
5893676007589,N/A,N/A,N/A,N/A,2021-12-22T10:50:16-08:00,0,0.00,disabled,True,Inbox online store chat
5893880512677,N/A,N/A,N/A,N/A,2021-12-22T15:36:26-08:00,0,0.00,disabled,True,
5893930483877,N/A,N/A,N/A,N/A,2021-12-22T17:12:18-08:00,1,33.00,disabled,True,
5894977978533,N/A,N/A,N/A,N/A,2021-12-23T20:33:54-08:00,0,0.00,enabled,True,
5895769882789,N/A,N/A,N/A,N/A,2021-12-24T14:42:56-08:00,4,152.96,disabled,True,Inactive Subscriber
5895788691621,N/A,N/A,N/A,N/A,2021-12-24T15:26:19-08:00,6,219.00,disabled,True,Inactive Subscriber
5895822540965,N/A,N/A,N/A,N/A,2021-12-24T16:55:37-08:00,1,39.99,disabled,True,
5895949844645,N/A,N/A,N/A,N/A,2021-12-24T22:07:51-08:00,2,51.50,enabled,True,"Inactive Subscriber, Inbox online store chat"
5895971438757,N/A,N/A,N/A,N/A,2021-12-24T22:53:47-08:00,1,39.99,disabled,True,Inactive Subscriber
5897128804517,N/A,N/A,N/A,N/A,2021-12-26T08:52:35-08:00,0,0.00,disabled,True,
5898281124005,N/A,N/A,N/A,N/A,2021-12-27T13:06:42-08:00,0,0.00,enabled,True,Inbox online store chat
5898712023205,N/A,N/A,N/A,N/A,2021-12-28T01:11:57-08:00,1,34.00,disabled,True,
5899066310821,N/A,N/A,N/A,N/A,2021-12-28T08:59:15-08:00,6,212.00,disabled,True,"Inactive Subscriber, Inbox online store chat"
5899796480165,N/A,N/A,N/A,N/A,2021-12-28T15:26:20-08:00,1,38.24,disabled,True,Inactive Subscriber
5900023529637,N/A,N/A,N/A,N/A,2021-12-28T20:32:36-08:00,3,108.03,enabled,True,
5901080133797,N/A,N/A,N/A,N/A,2021-12-29T17:49:22-08:00,2,114.98,invited,True,"Inactive Subscriber, Inbox online store chat"
5901647478949,N/A,N/A,N/A,N/A,2021-12-30T06:42:17-08:00,0,0.00,disabled,True,
5902137393317,N/A,N/A,N/A,N/A,2021-12-30T16:33:47-08:00,3,87.80,enabled,True,Inactive Subscriber
5902313554085,N/A,N/A,N/A,N/A,2021-12-30T21:52:31-08:00,12,458.88,enabled,True,Inactive Subscriber
5903569715365,N/A,N/A,N/A,N/A,2022-01-01T12:19:15-08:00,4,141.97,enabled,True,Inactive Subscriber
5903587279013,N/A,N/A,N/A,N/A,2022-01-01T12:43:16-08:00,0,0.00,enabled,False,
5903759933605,N/A,N/A,N/A,N/A,2022-01-01T17:15:05-08:00,0,0.00,disabled,True,Inbox online store chat
5903911747749,N/A,N/A,N/A,N/A,2022-01-01T22:09:10-08:00,8,299.28,disabled,True,Inactive Subscriber
5904261873829,N/A,N/A,N/A,N/A,2022-01-02T07:27:07-08:00,0,0.00,disabled,True,
5905097916581,N/A,N/A,N/A,N/A,2022-01-03T04:10:58-08:00,0,0.00,disabled,True,Inbox online store chat
5905123475621,N/A,N/A,N/A,N/A,2022-01-03T04:54:09-08:00,0,0.00,disabled,True,
5905126588581,N/A,N/A,N/A,N/A,2022-01-03T04:59:21-08:00,0,0.00,disabled,True,Inbox online store chat
5905139138725,N/A,N/A,N/A,N/A,2022-01-03T05:11:39-08:00,0,0.00,disabled,True,Inbox online store chat
5905169219749,N/A,N/A,N/A,N/A,2022-01-03T05:56:30-08:00,0,0.00,disabled,True,Inbox online store chat
5905534091429,N/A,N/A,N/A,N/A,2022-01-03T13:07:15-08:00,0,0.00,disabled,True,
5905729126565,N/A,N/A,N/A,N/A,2022-01-03T17:41:52-08:00,1,57.99,disabled,True,
5910974562469,N/A,N/A,N/A,N/A,2022-01-05T18:15:18-08:00,0,0.00,disabled,True,
5912914559141,N/A,N/A,N/A,N/A,2022-01-07T12:06:49-08:00,3,106.00,enabled,True,Inactive Subscriber
5913687752869,N/A,N/A,N/A,N/A,2022-01-08T08:57:14-08:00,0,0.00,disabled,True,
5913784746149,N/A,N/A,N/A,N/A,2022-01-08T10:37:59-08:00,1,39.99,disabled,True,
5914043515045,N/A,N/A,N/A,N/A,2022-01-08T15:58:51-08:00,3,91.48,disabled,True,"Inactive Subscriber, Inbox online store chat, newsletter"
5914115866789,N/A,N/A,N/A,N/A,2022-01-08T17:39:12-08:00,0,0.00,disabled,True,
5914704052389,N/A,N/A,N/A,N/A,2022-01-09T09:50:49-08:00,2,133.09,enabled,True,"Inactive Subscriber, Inbox online store chat"
5914716504229,N/A,N/A,N/A,N/A,2022-01-09T10:02:38-08:00,0,0.00,enabled,False,
5915797258405,N/A,N/A,N/A,N/A,2022-01-10T11:38:14-08:00,0,0.00,disabled,True,
5917631119525,N/A,N/A,N/A,N/A,2022-01-12T07:51:25-08:00,1,34.00,disabled,True,
5917702783141,N/A,N/A,N/A,N/A,2022-01-12T09:16:26-08:00,0,0.00,disabled,True,Inbox online store chat
5917802004645,N/A,N/A,N/A,N/A,2022-01-12T10:39:43-08:00,0,0.00,disabled,True,newsletter
5917959651493,N/A,N/A,N/A,N/A,2022-01-12T13:50:14-08:00,0,0.00,disabled,True,newsletter
5918053662885,N/A,N/A,N/A,N/A,2022-01-12T16:00:33-08:00,13,590.56,enabled,True,"Active Subscriber, Inbox online store chat"
5918065393829,N/A,N/A,N/A,N/A,2022-01-12T16:15:05-08:00,0,0.00,disabled,True,
5918743429285,N/A,N/A,N/A,N/A,2022-01-13T08:36:18-08:00,0,0.00,disabled,True,Inbox online store chat
5920526565541,N/A,N/A,N/A,N/A,2022-01-14T11:54:01-08:00,0,0.00,disabled,True,
5921116651685,N/A,N/A,N/A,N/A,2022-01-15T05:25:25-08:00,0,0.00,disabled,True,
5921830895781,N/A,N/A,N/A,N/A,2022-01-15T17:42:21-08:00,1,39.99,disabled,True,"Inactive Subscriber, Inbox online store chat"
5922494873765,N/A,N/A,N/A,N/A,2022-01-16T11:46:24-08:00,0,0.00,disabled,True,
5922816819365,N/A,N/A,N/A,N/A,2022-01-16T19:11:54-08:00,0,0.00,enabled,False,
5924869865637,N/A,N/A,N/A,N/A,2022-01-18T15:56:20-08:00,0,0.00,enabled,False,
5924878155941,N/A,N/A,N/A,N/A,2022-01-18T16:01:47-08:00,0,0.00,disabled,True,Inbox online store chat
5924883562661,N/A,N/A,N/A,N/A,2022-01-18T16:08:03-08:00,1,55.49,enabled,True,Inactive Subscriber
5925884493989,N/A,N/A,N/A,N/A,2022-01-19T16:35:35-08:00,0,0.00,enabled,False,
5925955240101,N/A,N/A,N/A,N/A,2022-01-19T18:20:16-08:00,0,0.00,disabled,True,Inbox online store chat
5926846922917,N/A,N/A,N/A,N/A,2022-01-20T16:28:57-08:00,4,152.96,enabled,True,Inactive Subscriber
5926907805861,N/A,N/A,N/A,N/A,2022-01-20T17:59:13-08:00,0,0.00,disabled,True,Inbox online store chat
5927343849637,N/A,N/A,N/A,N/A,2022-01-21T05:26:53-08:00,0,0.00,disabled,True,Inbox online store chat
5928259518629,N/A,N/A,N/A,N/A,2022-01-21T16:51:31-08:00,0,0.00,disabled,True,newsletter
5930920738981,N/A,N/A,N/A,N/A,2022-01-24T12:31:16-08:00,1,15.00,disabled,True,Inbox online store chat
5930981818533,N/A,N/A,N/A,N/A,2022-01-24T13:47:53-08:00,3,35.00,enabled,True,Inactive Subscriber
5931038736549,N/A,N/A,N/A,N/A,2022-01-24T15:03:30-08:00,5,138.48,enabled,True,"Inactive Subscriber, Inbox online store chat"
5931038933157,N/A,N/A,N/A,N/A,2022-01-24T15:03:58-08:00,0,0.00,disabled,True,
5931040669861,N/A,N/A,N/A,N/A,2022-01-24T15:06:38-08:00,2,119.00,disabled,True,
5931041915045,N/A,N/A,N/A,N/A,2022-01-24T15:08:13-08:00,1,0.00,enabled,True,
5931042635941,N/A,N/A,N/A,N/A,2022-01-24T15:09:02-08:00,1,15.00,disabled,True,
5931045322917,N/A,N/A,N/A,N/A,2022-01-24T15:12:57-08:00,1,15.00,disabled,True,
5931051516069,N/A,N/A,N/A,N/A,2022-01-24T15:23:07-08:00,0,0.00,disabled,True,
5931052269733,N/A,N/A,N/A,N/A,2022-01-24T15:24:24-08:00,0,0.00,disabled,True,
5931052335269,N/A,N/A,N/A,N/A,2022-01-24T15:24:29-08:00,1,15.00,disabled,True,
5931052499109,N/A,N/A,N/A,N/A,2022-01-24T15:24:49-08:00,1,15.00,disabled,True,
5931076386981,N/A,N/A,N/A,N/A,2022-01-24T16:03:49-08:00,0,0.00,disabled,True,
