id,order_number,total_price,created_at,financial_status,fulfillment_status,customer_email,total_discounts,total_line_items_price,total_tax,total_weight,currency
4237652983973,1087,57.99,2021-12-12T12:11:38-08:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4238166786213,1088,57.99,2021-12-12T22:07:30-08:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4238665777317,1089,0.00,2021-12-13T09:01:37-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4239692923045,1090,279.00,2021-12-14T04:20:37-08:00,paid,fulfilled,N/A,0.00,189.00,0.00,0,USD
4240405823653,1091,219.00,2021-12-14T15:05:58-08:00,paid,fulfilled,N/A,0.00,189.00,0.00,0,USD
4241195597989,1092,125.00,2021-12-15T07:31:01-08:00,paid,fulfilled,N/A,0.00,101.00,0.00,0,USD
4242528796837,1093,0.00,2021-12-16T09:01:48-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4243088572581,1094,57.99,2021-12-16T18:28:05-08:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4243201851557,1095,48.24,2021-12-16T21:07:16-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4243872940197,1096,57.99,2021-12-17T09:56:59-08:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4244886716581,1097,38.24,2021-12-18T07:00:53-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4245585232037,1098,32.55,2021-12-18T21:06:22-08:00,paid,fulfilled,N/A,0.00,27.55,0.00,0,USD
4246507880613,1099,55.49,2021-12-19T17:12:08-08:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4246651404453,1100,38.24,2021-12-19T21:06:39-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4247159177381,1101,100.00,2021-12-20T09:04:35-08:00,paid,fulfilled,N/A,0.00,100.00,0.00,0,USD
4249202557093,1102,106.00,2021-12-22T11:04:04-08:00,paid,fulfilled,N/A,0.00,91.00,0.00,0,USD
4250172719269,1103,33.00,2021-12-23T13:29:48-08:00,paid,fulfilled,N/A,6.99,34.99,0.00,0,USD
4250421887141,1104,55.49,2021-12-23T21:05:38-08:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4250934870181,1105,38.24,2021-12-24T14:43:59-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4250954334373,1106,219.00,2021-12-24T15:30:50-08:00,paid,fulfilled,N/A,0.00,189.00,0.00,0,USD
4250987888805,1107,39.99,2021-12-24T16:59:23-08:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4251066925221,1108,39.99,2021-12-24T21:05:35-08:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4251106738341,1109,39.99,2021-12-24T22:58:09-08:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4251129446565,1110,307.50,2021-12-25T00:05:53-08:00,partially_refunded,fulfilled,N/A,64.50,258.00,0.00,0,USD
4252607217829,1111,57.49,2021-12-26T21:15:18-08:00,paid,fulfilled,N/A,0.00,49.49,0.00,0,USD
4252607250597,1112,39.99,2021-12-26T21:15:18-08:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4253700325541,1113,34.00,2021-12-28T01:21:54-08:00,paid,fulfilled,N/A,0.00,29.00,0.00,0,USD
4254218322085,1114,106.00,2021-12-28T09:06:46-08:00,paid,fulfilled,N/A,0.00,91.00,0.00,0,USD
4254791991461,1115,38.24,2021-12-28T15:35:53-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4254997348517,1116,51.84,2021-12-28T20:37:41-08:00,paid,fulfilled,N/A,9.99,49.99,3.84,0,USD
4255580881061,1117,0.00,2021-12-29T09:01:41-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4257141522597,1118,87.80,2021-12-30T16:35:25-08:00,paid,fulfilled,N/A,18.20,91.00,0.00,0,USD
4257725317285,1119,38.24,2021-12-31T08:22:55-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4258795815077,1120,38.24,2022-01-01T12:20:02-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4259152363685,1121,31.60,2022-01-01T22:21:05-08:00,paid,fulfilled,N/A,6.64,33.24,0.00,0,USD
4260017012901,1122,53.23,2022-01-02T21:05:32-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4260796399781,1123,57.99,2022-01-03T17:43:02-08:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4265634988197,1124,0.00,2022-01-06T09:01:44-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4266452287653,1125,55.49,2022-01-06T21:04:39-08:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4267067310245,1126,106.00,2022-01-07T12:10:16-08:00,paid,fulfilled,N/A,0.00,91.00,0.00,0,USD
4267916951717,1127,39.99,2022-01-08T10:39:51-08:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4268238733477,1128,38.24,2022-01-08T18:00:03-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4268336906405,1129,38.24,2022-01-08T21:11:29-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4268337037477,1130,55.49,2022-01-08T21:11:37-08:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4268337070245,1131,60.42,2022-01-08T21:11:38-08:00,paid,fulfilled,N/A,0.00,47.49,4.93,0,USD
4268337103013,1132,55.49,2022-01-08T21:11:39-08:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4268337135781,1133,39.99,2022-01-08T21:11:40-08:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4268337168549,1134,38.24,2022-01-08T21:11:40-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4268337234085,1135,48.24,2022-01-08T21:11:41-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4269800063141,1136,60.61,2022-01-10T08:39:36-08:00,paid,fulfilled,N/A,11.87,47.49,0.00,0,USD
4270845067429,1137,57.99,2022-01-10T21:04:27-08:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4273130766501,1138,34.00,2022-01-12T07:51:51-08:00,paid,fulfilled,N/A,0.00,29.00,0.00,0,USD
4273240998053,1139,0.00,2022-01-12T09:01:39-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4273954816165,1140,44.92,2022-01-12T16:36:05-08:00,paid,fulfilled,N/A,3.32,33.24,0.00,0,USD
4274393645221,1141,108.00,2022-01-12T22:08:19-08:00,paid,fulfilled,N/A,0.00,93.00,0.00,223,USD
4275274940581,1142,0.00,2022-01-13T09:01:56-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4275275137189,1143,0.00,2022-01-13T09:01:58-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4279352295589,1144,0.00,2022-01-15T09:02:15-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4280191090853,1145,39.99,2022-01-15T17:43:06-08:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4280480039077,1146,48.24,2022-01-15T21:13:25-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4280480071845,1147,57.99,2022-01-15T21:13:25-08:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4282553794725,1148,38.24,2022-01-16T21:06:54-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4283513864357,1149,32.55,2022-01-17T21:04:40-08:00,paid,fulfilled,N/A,0.00,27.55,0.00,0,USD
4284264546469,1150,55.49,2022-01-18T16:08:40-08:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4284421111973,1151,38.24,2022-01-18T21:12:39-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4284421144741,1152,55.49,2022-01-18T21:12:41-08:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4286315888805,1153,38.24,2022-01-20T16:32:09-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4287025119397,1154,0.00,2022-01-21T09:01:52-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4288528515237,1155,38.24,2022-01-22T21:03:42-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4288925925541,1156,0.00,2022-01-23T09:01:52-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4289426129061,1157,39.99,2022-01-23T21:03:45-08:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4289833566373,1158,0.00,2022-01-24T09:02:30-08:00,paid,,N/A,0.00,0.00,0.00,0,USD
4290012184741,1159,15.00,2022-01-24T12:32:29-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290073231525,1160,15.00,2022-01-24T13:48:25-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290131984549,1161,30.00,2022-01-24T15:04:38-08:00,paid,fulfilled,N/A,0.00,30.00,0.00,1814,USD
4290133655717,1162,15.00,2022-01-24T15:06:45-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290135457957,1163,15.00,2022-01-24T15:09:20-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290139488421,1164,15.00,2022-01-24T15:14:14-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290143518885,1165,15.00,2022-01-24T15:20:34-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290146369701,1166,15.00,2022-01-24T15:25:14-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290146402469,1167,15.00,2022-01-24T15:25:16-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290164883621,1168,15.00,2022-01-24T15:55:18-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290174943397,1169,15.00,2022-01-24T16:10:50-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290176188581,1170,30.00,2022-01-24T16:12:58-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290176909477,1171,15.00,2022-01-24T16:13:51-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290179039397,1172,15.00,2022-01-24T16:15:57-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290182709413,1173,15.00,2022-01-24T16:21:37-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290187919525,1174,15.00,2022-01-24T16:29:46-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290201419941,1175,15.00,2022-01-24T16:50:54-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290203549861,1176,16.20,2022-01-24T16:53:54-08:00,paid,fulfilled,N/A,0.00,15.00,1.20,907,USD
4290205483173,1177,15.00,2022-01-24T16:57:04-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290212102309,1178,15.00,2022-01-24T17:06:41-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290238644389,1179,29.00,2022-01-24T17:50:29-08:00,paid,fulfilled,N/A,0.00,25.00,0.00,1048,USD
4290249359525,1180,15.00,2022-01-24T18:07:12-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290280554661,1181,15.00,2022-01-24T19:00:22-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290338947237,1182,15.00,2022-01-24T20:57:35-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290359656613,1183,15.00,2022-01-24T21:42:31-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290362245285,1184,15.00,2022-01-24T21:47:37-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290396520613,1185,15.00,2022-01-24T23:01:49-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290404122789,1186,16.31,2022-01-24T23:19:30-08:00,paid,fulfilled,N/A,0.00,15.00,1.31,907,USD
4290426667173,1187,15.00,2022-01-25T00:10:16-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290579955877,1188,16.20,2022-01-25T05:22:19-08:00,paid,fulfilled,N/A,0.00,15.00,1.20,907,USD
4290632417445,1189,15.00,2022-01-25T06:36:22-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290660466853,1190,15.00,2022-01-25T07:12:04-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290668822693,1191,15.00,2022-01-25T07:23:52-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4290840363173,1192,30.00,2022-01-25T09:55:09-08:00,paid,fulfilled,N/A,0.00,30.00,0.00,1814,USD
4290873983141,1193,96.90,2022-01-25T10:35:27-08:00,paid,fulfilled,N/A,9.10,91.00,0.00,0,USD
4291044081829,1194,15.00,2022-01-25T14:05:13-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4291085959333,1195,30.00,2022-01-25T15:04:12-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4291127672997,1196,45.00,2022-01-25T16:12:11-08:00,paid,fulfilled,N/A,0.00,45.00,0.00,2721,USD
4291310387365,1197,57.49,2022-01-25T21:15:25-08:00,paid,fulfilled,N/A,0.00,49.49,0.00,0,USD
4291310452901,1198,39.99,2022-01-25T21:15:26-08:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4291319300261,1199,42.00,2022-01-25T21:33:53-08:00,paid,fulfilled,N/A,3.00,30.00,0.00,1814,USD
4291522592933,1200,15.00,2022-01-26T05:06:32-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4291937665189,1201,15.00,2022-01-26T14:12:28-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4292006772901,1202,30.00,2022-01-26T15:46:12-08:00,paid,fulfilled,N/A,0.00,30.00,0.00,1814,USD
4292187127973,1203,15.00,2022-01-26T21:19:16-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4292582539429,1204,0.00,2022-01-27T09:02:47-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4293482479781,1205,0.00,2022-01-28T09:02:38-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4294964314277,1206,38.24,2022-01-29T21:06:18-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4295355728037,1207,0.00,2022-01-30T09:02:23-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4295833813157,1208,38.24,2022-01-30T21:06:00-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4296386117797,1209,204.44,2022-01-31T12:27:03-08:00,paid,fulfilled,N/A,0.00,199.44,0.00,0,USD
4296437727397,1210,15.00,2022-01-31T13:28:45-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4296447066277,1211,57.99,2022-01-31T13:40:31-08:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4296702984357,1212,38.24,2022-01-31T21:08:44-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4297347956901,1213,158.00,2022-02-01T12:40:54-08:00,paid,fulfilled,N/A,0.00,101.00,0.00,0,USD
4298421141669,1214,15.00,2022-02-02T18:36:54-08:00,paid,fulfilled,N/A,0.00,15.00,0.00,907,USD
4300388008101,1215,116.00,2022-02-04T21:06:21-08:00,refunded,,N/A,0.00,101.00,0.00,0,USD
4301296042149,1216,55.49,2022-02-05T21:06:32-08:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4301709672613,1217,0.00,2022-02-06T09:03:13-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4303171780773,1218,38.24,2022-02-07T21:11:51-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4303171813541,1219,38.24,2022-02-07T21:11:52-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4303171879077,1220,39.99,2022-02-07T21:11:54-08:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4303171911845,1221,38.24,2022-02-07T21:11:54-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4303171944613,1222,48.24,2022-02-07T21:11:55-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4303734210725,1223,85.00,2022-02-08T11:57:36-08:00,paid,fulfilled,N/A,0.00,85.00,0.00,0,USD
4303782019237,1224,39.99,2022-02-08T12:45:01-08:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4303993798821,1225,19.00,2022-02-08T17:29:14-08:00,paid,fulfilled,N/A,8.50,19.00,0.00,447,USD
4304114811045,1226,72.48,2022-02-08T21:06:40-08:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4304321642661,1227,11.50,2022-02-09T04:28:35-08:00,paid,fulfilled,N/A,4.00,11.50,0.00,208,USD
4304815358117,1228,49.99,2022-02-09T15:12:56-08:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4304838426789,1229,32.55,2022-02-09T15:52:05-08:00,paid,fulfilled,N/A,0.00,27.55,0.00,0,USD
4305006035109,1230,57.99,2022-02-09T21:07:00-08:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4306534498469,1231,0.00,2022-02-11T09:02:43-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
